gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811412/original.jpeg	https://www.inaturalist.org/photos/255811412					2023-02-10T05:57:44Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811366/original.jpeg	https://www.inaturalist.org/photos/255811366					2023-02-10T00:58:02Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811608/original.jpeg	https://www.inaturalist.org/photos/255811608					2023-02-10T05:56:54Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811543/original.jpeg	https://www.inaturalist.org/photos/255811543					2023-02-10T05:57:11Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811474/original.jpeg	https://www.inaturalist.org/photos/255811474					2023-02-10T05:57:24Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811563/original.jpeg	https://www.inaturalist.org/photos/255811563					2023-02-10T05:57:02Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811399/original.jpeg	https://www.inaturalist.org/photos/255811399					2023-02-10T05:57:59Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811492/original.jpeg	https://www.inaturalist.org/photos/255811492					2023-02-10T05:57:20Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811453/original.jpeg	https://www.inaturalist.org/photos/255811453					2023-02-10T00:58:02Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811638/original.jpeg	https://www.inaturalist.org/photos/255811638					2023-02-10T05:56:39Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811685/original.jpeg	https://www.inaturalist.org/photos/255811685					2023-02-10T05:56:45Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811658/original.jpeg	https://www.inaturalist.org/photos/255811658					2023-02-10T05:56:34Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811514/original.jpeg	https://www.inaturalist.org/photos/255811514					2023-02-10T05:57:14Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811582/original.jpeg	https://www.inaturalist.org/photos/255811582					2023-02-10T05:56:58Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811428/original.jpeg	https://www.inaturalist.org/photos/255811428					2023-02-10T05:57:41Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
4034739911	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811388/original.jpeg	https://www.inaturalist.org/photos/255811388					2023-02-10T05:58:02Z	Ana Carolina Masseran (da Fonte)		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Carolina Masseran (da Fonte)
